Congress,bill_number,bill_type,action,main_action,object,member_id
116,133,hr,Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,senate committee/subcommittee actions,house bill,505
116,133,hr,Mr. Engel moved to suspend the rules and pass the bill.,house floor actions,house bill,348
116,1520,hr,S.Amdt.2699 Amendment SA 2699 proposed by Senator Cornyn for Senator Alexander. (consideration: CR S7396-7397 ; text: CR S7396-7397 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,609
116,1520,hr,"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Ms. Eshoo objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was considered as withdrawn.",house floor actions,house bill,39
116,1520,hr,"Ms. Eshoo moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,39
116,1865,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1865 with an amendment ( SA 1258 ) withdrawn in Senate by Unanimous Consent.,other senate amendment actions,amendment,858
116,1865,hr,Motion by Senator McConnell to refer to Senate Committee on Appropriations the House message to accompany H.R. 1865 with instructions to report back forthwith with the following amendment ( SA 1260 ) fell when cloture invoked on the motion to concur in the House amendment to the Senate amendment to H.R. 1865 in Senate.,other senate amendment actions,amendment,858
116,1865,hr,S.Amdt.1262 Amendment SA 1262 proposed by Senator McConnell to Amendment SA 1261 . (consideration: CR S7088 ; text: CR S7088 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1865,hr,S.Amdt.1261 Amendment SA 1261 proposed by Senator McConnell to Amendment SA 1260 (the instructions of the motion to refer). (consideration: CR S7088 ; text: CR S7088 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1865,hr,S.Amdt.1260 Amendment SA 1260 proposed by Senator McConnell. (consideration: CR S7088 ; text: CR S7088 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,1865,hr,Motion by Senator McConnell to refer to Senate Committee on Appropriations the House message to accompany H.R. 1865 with instructions to report back forthwith with the following amendment ( SA 1260 ) made in Senate. (CR S7088 ),other senate amendment actions,amendment,858
116,1865,hr,S.Amdt.1259 Amendment SA 1259 proposed by Senator McConnell to Amendment SA 1258 . (consideration: CR S7087-7088 ; text: CR S7087-7088 ) Of a perfecting nature.,senate amendment proposed (on the floor),amendment,858
116,1865,hr,S.Amdt.1258 Amendment SA 1258 proposed by Senator McConnell. (consideration: CR S7087 ; text: CR S7087 ) To change the enactment date.,senate amendment proposed (on the floor),amendment,858
116,1865,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1865 with an amendment ( SA 1258 ) made in Senate. (CR S7087 ),other senate amendment actions,amendment,858
116,1865,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 1865 made in Senate. (CR S7087 ),resolving differences -- senate actions,house bill,858
116,1865,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the motion to agree to the Senate amendment with an amendment, the Chair put the question on the motion and by voice vote, announced that the ayes had prevailed. Mrs. Granger demanded the yeas and nays and the Chair postponed further proceedings on the motion until a time to be announced.",other house amendment actions,amendment,693
116,1865,hr,"Mrs. Lowey moved that the House agree with an amendment to the Senate amendment. (consideration: CR H10386-10600 , H10600-10601 )",other house amendment actions,amendment,871
116,1865,hr,"Pursuant to the provisions of H. Res. 765 , Mrs. Lowey moved to agree in the Senate amendment to H.R. 1865 with an amendment consisting of the text of Rules Committee Print 116-44 .",house committee/subcommittee actions,house bill,871
116,1865,hr,"ORDER OF BUSINESS - Mr. McGovern asked unanimous consent that it be in order at any time to take from the Speaker's table the bill H.R. 1865 , with the Senate amendment thereto, and to consider in the House, without intervention of any point of order, a motion offered by the chair of the Committee on Appropriations or her designee that the House concur in the Senate amendment submitted for printing by Representative Lowey of New York in the portion of the Congressional Record designated for that purpose in clause 8 of rule XVIII; that the Senate amendment and the motion be considered as read; that the motion be debatable for one hour equally divided and controlled by the chair and ranking minority member of the Committee on Appropriations; that the previous question be considered as ordered on the motion to adoption without intervening motion or demand for division of the question; and that House Resolution 708 be laid on the table. Objection was                heard.",house committee/subcommittee actions,house bill,515
116,1865,hr,S.Amdt.1244 Amendment SA 1244 proposed by Senator Inhofe for Senator Blunt. (consideration: CR S6512 ; text: CR S6512 ) To add a provision relating to financial assurances.,senate amendment proposed (on the floor),amendment,513
116,2486,hr,"POSTPONED PROCEEDINGS - 1At the conclusion of debate on the Jayapal motion that the House concur in the Senate amendment with an amendment specified in section 4(b) of H. Res. 891 , the Chair put the question on adoption of the motion and by voice vote, announced that the ayes had prevailed. Mr. Nadler demanded the yeas and nays and the Chair postponed further proceedings on the motion until a time to be announced.",other house amendment actions,amendment,546
116,2486,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Jayapal motion that the House concur in the Senate amendment with an amendment specified in section 4(a) of H. Res. 891 , the Chair put the question on adoption of the motion and by voice vote, announced that the ayes had prevailed. Mr. Nadler demanded the yeas and nays and the Chair postponed further proceedings on the motion until a time to be announced.",other house amendment actions,amendment,546
116,2486,hr,"Pursuant to H. Res. 891 , Ms. Jayapal was recognized to move that the House concur in the Senate amendment to H.R. 2486 with amendments specified in section 4 of H. Res. 891 . (consideration: CR H3625-3638 , H3666 )",other house amendment actions,amendment,929
116,2486,hr,S.Amdt.1255 Amendment SA 1255 proposed by Senator Scott SC for Senator Alexander. (consideration: CR S6865 ; text: CR S6894-6895 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,1767
116,2486,hr,"Ms. Adams moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1239
116,3055,hr,Motion by Senator McConnell to concur in the House amendment to the Senate amendment to H.R. 3055 made in Senate. (CR S6735 ),resolving differences -- senate actions,house bill,858
116,3055,hr,S.Amdt.1250 Amendment SA 1250 proposed by Senator Paul. (consideration: CR S6734-6735 ; text: CR S6734 ) To reduce the amount appropriated by 1 percent and put the savings towards the Highway Trust Fund and certain Environmental Protection Agency Infrastructure Assistance.,senate amendment proposed (on the floor),amendment,1666
116,3055,hr,Motion by Senator Paul to concur in the House amendment to the Senate amendment to H.R. 3055 with an amendment ( SA 1250 ) made in Senate. (CR S6734 ),other senate amendment actions,amendment,1666
116,3055,hr,Mrs. Lowey moved that the House concur with an amendment to the Senate amendment. (consideration: CR H8972-9041 ; text: CR H8972-9035 ),other house amendment actions,amendment,871
116,3055,hr,"S.Amdt.1141 Amendment SA 1141 proposed by Senator Jones to Amendment SA 948 . (consideration: CR S6321-6322 ; text: CR S6321 ) To prohibit the implementation of the ""Rostenkowski Test"" with respect to the Mass Transit Account of the Highway Trust Fund.",senate amendment proposed (on the floor),amendment,1390
116,3055,hr,S.Amdt.1209 Amendment SA 1209 proposed by Senator Lee to Amendment SA 948 . (consideration: CR S6321 ) To prohibit the expenditure of certain amounts from the Land and Water Conservation Fund for land acquisition.,senate amendment proposed (on the floor),amendment,1631
116,3055,hr,S.Amdt.1235 Amendment SA 1235 proposed by Senator McConnell for Senator Portman to Amendment SA 948 . (consideration: CR S6311 ; text: CR S6315 ) To provide additional funding for the family unification program of the Department of Housing and Urban Development.,senate amendment proposed (on the floor),amendment,858
